0,1,2,3,4,5,6,7,8,9,10,11,12,target
-1.8,-2.75,-1.13,-0.76,-1.19,-0.76,-1.19,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,0
-1.19,-1.66,-1.8,-1.13,-1.66,-1.66,-1.8,-1.13,-1.8,-1.13,-1.66,-1.66,-1.8,0
-0.76,-1.66,-1.35,-1.13,-0.76,-1.19,-0.76,-1.66,-1.66,-1.13,-1.35,-1.66,-1.8,0
-2.82,-1.8,-1.19,-1.41,-1.35,-1.66,-1.8,-1.41,-1.19,-0.76,-1.66,-1.13,-1.8,0
-1.19,-1.41,-1.35,-1.41,-2.75,-2.75,-1.35,-0.76,-1.35,-2.75,-1.13,-1.41,-1.35,0
-1.13,-0.76,-1.35,-1.13,-1.8,-1.41,-1.19,-0.76,-1.66,-1.66,-1.13,-2.75,-1.35,0
-1.13,-2.75,-3.28,-1.13,-1.66,-0.76,-1.66,-1.35,-1.41,-1.19,-0.76,-1.35,-1.13,0
-1.66,-1.13,-1.35,-1.8,-2.82,-1.8,-1.19,-0.76,-1.19,-1.66,-1.66,-0.76,-1.66,0
-0.76,-1.19,-1.41,-3.28,-1.41,-1.19,-1.66,-1.66,-0.76,-1.19,-1.66,-1.66,-0.76,0
-0.76,-1.66,-1.66,-1.35,-1.41,-1.13,-1.35,-1.66,-0.76,-1.66,-1.66,-1.66,-1.66,0
-1.66,-1.8,-1.13,-1.66,-1.66,-1.8,-1.13,-1.66,-1.41,-1.8,-1.19,-1.66,-0.76,0
-1.66,-1.19,-1.8,-1.41,-1.66,-1.13,-1.8,-1.66,-1.66,-1.19,-1.8,-1.13,-1.41,0
-1.66,-1.66,-1.8,-2.82,-1.8,-1.66,-1.66,-1.19,-1.8,-2.75,-2.82,-2.75,-2.75,0
-1.41,-1.8,-1.66,-1.19,-1.66,-1.66,-0.76,-1.66,-1.66,-1.13,-2.75,-1.35,-0.76,0
-1.41,-1.35,-0.76,-1.66,-1.66,-1.66,-1.66,-1.66,-1.19,-0.76,-1.66,-1.19,-1.8,0
-0.76,-1.66,-1.35,-2.82,-1.8,-1.19,-1.8,-1.13,-1.66,-1.66,-1.66,-0.76,-1.66,0
-1.66,-1.19,-1.66,-1.66,-1.41,-1.35,-1.66,-0.76,-1.35,-1.13,-1.8,-1.41,-1.66,0
-0.76,-1.66,-1.19,-1.66,-1.66,-1.8,-2.82,-3.28,-1.41,-1.19,-1.66,-0.76,-1.66,0
-1.66,-1.66,-0.76,-1.66,-1.19,-1.8,-1.41,-1.19,-1.41,-2.75,-1.35,-1.66,-0.76,0
-1.66,-1.66,-1.66,-1.41,-1.8,-1.66,-1.35,-1.13,-1.41,-3.28,-1.41,-1.19,-1.66,0
-0.76,-1.66,-1.19,-0.76,-1.13,-3.28,-1.13,-1.66,-1.66,-1.8,-2.75,-1.41,-1.35,0
-0.76,-1.66,-1.66,-1.19,-1.66,-0.76,-1.13,-1.35,-1.8,-1.41,-1.13,-3.28,-1.13,0
-1.35,-0.76,-1.66,-1.35,-1.41,-1.66,-1.19,-1.41,-1.8,-1.66,-1.19,-1.66,-1.8,0
-0.76,-1.66,-1.19,-1.66,-1.66,-1.66,-1.66,-1.66,-0.76,-1.66,-1.13,-3.28,-1.41,0
-1.66,-0.76,-1.66,-1.13,-1.8,-1.19,-1.66,-1.8,-1.41,-1.66,-1.19,-1.66,-1.66,0
-1.19,-1.66,-1.66,-0.76,-1.66,-1.19,-1.66,-0.76,-1.13,-1.35,-0.76,-1.13,-2.75,0
-1.19,-0.76,-1.66,-1.13,-1.35,-1.66,-1.66,-0.76,-1.19,-1.41,-1.35,-1.41,-1.8,0
-1.66,-1.13,-2.75,-1.35,-1.66,-0.76,-1.19,-1.66,-0.76,-1.19,-1.66,-1.41,-1.8,0
-1.13,-1.41,-1.35,-1.66,-0.76,-1.13,-1.35,-1.8,-2.82,-3.28,-1.13,-0.76,-1.19,0
-1.35,-1.13,-1.66,-1.66,-1.8,-1.13,-1.8,-1.41,-1.19,-1.66,-0.76,-1.13,-1.35,0
-1.19,-1.66,-0.76,-1.19,-1.41,-1.8,-1.19,-0.76,-1.66,-1.19,-1.66,-1.8,-2.82,0
-1.13,-1.8,-1.19,-0.76,-1.13,-1.8,-1.19,-1.66,-1.8,-1.13,-0.76,-1.19,-1.66,0
-1.66,-1.19,-1.41,-1.35,-1.66,-0.76,-1.66,-1.13,-3.28,-1.13,-1.66,-0.76,-1.35,0
-0.76,-1.66,-1.35,-1.13,-1.8,-1.13,-1.66,-0.76,-1.19,-1.66,-0.76,-1.35,-1.41,0
-1.66,-0.76,-1.19,-1.66,-0.76,-1.35,-1.41,-1.35,-1.41,-1.19,-1.66,-1.66,-1.8,0
-1.66,-1.35,-1.13,-1.41,-1.35,-1.66,-0.76,-1.19,-1.8,-1.13,-0.76,-1.13,-1.35,0
-1.66,-1.41,-1.35,-0.76,-1.13,-1.35,-1.41,-3.28,-1.13,-1.66,-1.41,-1.35,-1.66,0
-1.8,-1.13,-0.76,-1.13,-1.8,-1.19,-1.66,-1.41,-1.35,-0.76,-1.19,-0.76,-1.19,0
-1.41,-1.8,-1.13,-1.35,-0.76,-1.19,-0.76,-1.19,-1.66,-1.8,-1.13,-0.76,-1.19,0
-1.41,-1.35,-1.66,-1.8,-2.82,-1.8,-1.19,-1.66,-1.66,-1.41,-2.75,-1.35,-1.66,0
-1.66,-0.76,-1.66,-1.66,-1.19,-1.41,-2.75,-3.28,-1.41,-1.19,-0.76,-1.66,-1.13,0
-1.35,-1.41,-1.66,-1.66,-1.13,-1.8,-1.13,-1.35,-1.66,-1.66,-1.66,-1.41,-1.8,0
-1.35,-1.66,-1.66,-1.8,-2.82,-1.8,-1.19,-0.76,-1.19,-1.66,-0.76,-1.35,-1.41,0
-1.19,-1.41,-1.35,-1.8,-1.41,-1.19,-1.66,-0.76,-1.66,-1.13,-1.35,-1.66,-1.8,0
-1.66,-1.13,-1.35,-1.66,-0.76,-1.66,-1.19,-1.66,-1.8,-2.82,-1.35,-1.66,-1.8,0
-1.35,-1.66,-1.66,-1.8,-2.75,-1.13,-1.66,-1.66,-0.76,-1.13,-1.8,-1.66,-1.66,0
-1.35,-1.41,-2.75,-1.8,-1.19,-1.41,-2.75,-1.8,-1.19,-0.76,-1.19,-1.66,-1.66,0
-1.66,-0.76,-1.13,-2.75,-1.35,-1.41,-1.35,-0.76,-1.66,-1.13,-1.35,-1.8,-1.41,0
-1.41,-1.35,-1.41,-3.28,-1.41,-1.19,-0.76,-1.13,-1.35,-1.41,-2.75,-1.35,-1.66,0
-1.8,-1.13,-0.76,-1.19,-1.66,-0.76,-1.19,-0.76,-1.19,-0.76,-1.13,-2.75,-1.8,0
-1.13,-1.66,-0.76,-1.66,-1.19,-1.41,-1.8,-1.66,-1.19,-1.66,-0.76,-1.19,-0.76,0
-0.76,-1.66,-1.66,-1.19,-1.66,-1.41,-1.8,-1.19,-0.76,-1.35,-1.13,-0.76,-1.19,0
-2.82,-1.8,-1.19,-1.41,-1.8,-1.19,-0.76,-1.66,-1.19,-1.8,-1.41,-1.19,-0.76,0
-2.75,-1.13,-0.76,-1.19,-1.66,-0.76,-1.19,-1.66,-1.41,-1.35,-1.41,-1.8,-1.66,0
-0.76,-1.66,-1.35,-1.41,-1.19,-1.66,-0.76,-1.66,-1.35,-1.13,-1.66,-1.41,-1.8,0
-1.66,-1.66,-1.19,-1.66,-0.76,-1.19,-0.76,-1.35,-2.82,-1.35,-1.66,-1.41,-1.35,0
-1.66,-1.66,-1.19,-0.76,-1.19,-1.8,-1.13,-1.41,-1.35,-1.66,-1.66,-0.76,-1.13,0
-1.8,-1.19,-0.76,-1.19,-1.66,-0.76,-1.66,-1.19,-1.66,-1.41,-2.75,-1.35,-1.66,0
-1.66,-0.76,-1.13,-1.35,-1.41,-1.8,-1.66,-1.19,-0.76,-1.19,-1.41,-1.35,-1.66,0
-1.13,-0.76,-1.13,-1.8,-1.35,-1.41,-1.19,-1.66,-0.76,-1.66,-1.66,-1.66,-1.19,0
-1.35,-1.41,-1.35,-1.41,-1.19,-0.76,-1.13,-1.8,-1.13,-3.28,-1.13,-1.66,-1.66,0
-3.28,-2.75,-2.82,-1.8,-1.19,-1.66,-1.66,-0.76,-1.19,-0.76,-1.66,-1.66,-1.35,0
-1.66,-0.76,-1.19,-0.76,-1.66,-1.66,-1.19,-1.41,-1.8,-1.35,-1.13,-0.76,-1.66,0
-1.66,-1.41,-1.8,-1.66,-1.19,-1.8,-1.41,-1.19,-1.41,-1.8,-1.66,-1.35,-1.13,0
-1.66,-1.8,-2.82,-1.35,-0.76,-1.66,-1.66,-1.19,-1.66,-0.76,-1.66,-1.19,-0.76,0
-1.41,-1.35,-1.8,-1.13,-0.76,-1.13,-1.35,-1.8,-2.82,-1.35,-1.66,-1.66,-1.41,0
-1.66,-1.19,-0.76,-1.19,-1.66,-1.66,-1.66,-1.66,-1.66,-1.8,-1.41,-1.13,-1.8,0
-1.35,-2.82,-1.35,-1.66,-0.76,-1.19,-1.66,-0.76,-1.19,-1.66,-0.76,-1.19,-0.76,0
-1.8,-1.13,-0.76,-1.66,-1.19,-0.76,-1.19,-1.66,-1.41,-1.8,-1.35,-2.75,-1.13,0
-1.35,-1.13,-1.66,-0.76,-1.66,-1.35,-1.13,-1.41,-1.35,-0.76,-1.19,-0.76,-1.19,0
-1.19,-1.66,-0.76,-1.35,-2.75,-1.41,-1.19,-0.76,-1.13,-1.35,-1.66,-1.66,-0.76,0
-1.35,-1.41,-1.19,-1.66,-1.8,-1.41,-1.19,-0.76,-1.19,-0.76,-1.66,-1.19,-0.76,0
-1.13,-1.8,-1.41,-1.66,-1.66,-1.66,-1.19,-0.76,-1.19,-0.76,-1.19,-1.66,-0.76,0
-1.35,-1.66,-1.8,-2.75,-1.41,-1.66,-1.19,-1.66,-1.66,-1.41,-1.35,-0.76,-1.66,0
-2.82,-2.75,-1.8,-1.19,-1.41,-3.28,-2.75,-2.82,-2.75,-1.8,-1.19,-1.8,-2.75,0
-1.13,-1.66,-1.41,-1.8,-1.19,-1.41,-1.35,-1.66,-1.66,-1.66,-1.41,-1.8,-1.13,0
-1.35,-1.41,-1.66,-1.66,-1.66,-1.66,-1.19,-0.76,-1.19,-1.66,-1.66,-1.8,-2.75,0
-3.28,-2.75,-1.13,-1.66,-1.66,-1.41,-1.35,-1.66,-1.66,-0.76,-1.19,-1.8,-1.41,0
-1.8,-1.13,-1.41,-1.35,-0.76,-1.19,-1.66,-1.41,-1.8,-1.19,-1.8,-1.41,-1.19,0
-1.41,-1.66,-1.35,-1.13,-1.66,-1.8,-2.82,-1.35,-0.76,-1.19,-1.8,-1.41,-1.19,0
-0.76,-1.13,-1.8,-1.66,-1.19,-0.76,-1.13,-1.8,-1.13,-3.28,-1.41,-1.35,-1.41,0
-0.76,-1.19,-1.8,-2.75,-1.41,-1.13,-1.35,-0.76,-1.19,-0.76,-1.35,-2.82,-2.75,0
-1.19,-1.41,-1.8,-1.66,-1.19,-1.66,-1.66,-1.66,-1.41,-1.35,-0.76,-1.19,-1.66,0
-1.66,-1.66,-1.66,-0.76,-1.19,-1.66,-0.76,-1.19,-1.41,-1.8,-1.19,-1.41,-3.28,0
-1.19,-0.76,-1.19,-1.8,-1.41,-1.66,-1.13,-1.8,-1.66,-1.35,-2.82,-3.28,-2.82,0
-1.13,-1.8,-1.66,-1.19,-0.76,-1.35,-2.82,-3.28,-1.41,-1.66,-1.35,-1.13,-1.41,0
-0.76,-1.19,-1.66,-0.76,-1.13,-1.8,-1.13,-1.35,-0.76,-1.13,-2.75,-1.8,-1.66,0
-1.13,-1.8,-1.66,-1.19,-1.66,-1.41,-2.75,-1.35,-1.66,-0.76,-1.66,-1.66,-1.13,0
-1.19,-0.76,-1.66,-1.13,-2.75,-1.35,-0.76,-1.35,-2.75,-1.41,-1.35,-1.41,-1.19,0
-1.13,-1.35,-1.66,-0.76,-1.19,-1.66,-1.8,-1.13,-1.41,-2.75,-3.28,-1.13,-1.66,0
-0.76,-1.19,-1.66,-0.76,-1.19,-1.66,-1.41,-3.28,-1.13,-1.41,-1.35,-1.41,-3.28,0
-2.75,-1.13,-1.66,-1.41,-1.35,-1.66,-1.66,-0.76,-1.66,-1.13,-3.28,-2.75,-1.13,0
-0.76,-1.35,-1.41,-1.19,-1.66,-1.8,-2.75,-1.13,-1.66,-0.76,-1.19,-1.66,-1.66,0
-1.19,-0.76,-1.66,-1.19,-1.66,-1.8,-2.75,-1.13,-1.66,-1.66,-1.66,-1.66,-1.8,0
-1.66,-1.8,-1.41,-1.66,-1.66,-1.13,-1.35,-0.76,-1.66,-1.66,-1.66,-1.19,-1.66,0
-1.41,-1.13,-1.35,-0.76,-1.19,-0.76,-1.19,-1.66,-1.66,-0.76,-1.19,-1.8,-1.41,0
-0.76,-1.35,-1.41,-1.66,-1.13,-1.35,-0.76,-1.66,-1.19,-1.41,-1.35,-1.41,-1.35,0
-1.19,-0.76,-1.66,-1.66,-1.66,-1.35,-1.13,-0.76,-1.35,-1.13,-0.76,-1.13,-1.8,0
-1.66,-1.66,-0.76,-1.19,-1.66,-1.66,-1.41,-1.35,-1.8,-2.82,-1.35,-1.66,-0.76,0
-0.76,-1.66,-1.66,-1.13,-1.8,-1.66,-1.66,-1.66,-1.13,-1.35,-1.66,-1.8,-2.75,0
-1.19,-1.41,-1.8,-1.19,-0.76,-1.35,-1.13,-1.66,-0.76,-1.19,-0.76,-1.66,-1.19,0
-1.8,-1.35,-1.41,-1.35,-1.13,-0.76,-1.35,-2.82,-1.8,-1.19,-0.76,-1.19,-0.76,0
-1.66,-1.66,-1.41,-1.35,-1.66,-0.76,-1.35,-1.41,-1.13,-2.75,-2.75,-1.35,-1.66,0
-1.41,-1.35,-1.8,-1.41,-1.13,-1.35,-1.66,-1.41,-1.35,-1.8,-1.41,-1.19,-1.66,0
-1.66,-1.66,-1.19,-0.76,-1.19,-0.76,-1.66,-1.35,-1.41,-1.66,-1.19,-0.76,-1.13,0
-1.19,-1.66,-0.76,-1.66,-1.66,-1.13,-2.75,-1.35,-0.76,-1.66,-1.66,-1.19,-0.76,0
-1.66,-1.41,-1.8,-1.19,-0.76,-1.19,-1.66,-0.76,-1.66,-1.19,-0.76,-1.13,-1.8,0
-1.35,-1.66,-1.66,-1.66,-1.8,-1.41,-1.13,-3.28,-1.41,-1.66,-1.66,-1.19,-0.76,0
-1.66,-0.76,-1.66,-1.66,-1.66,-1.66,-1.19,-1.8,-2.82,-1.35,-0.76,-1.19,-1.66,0
-1.19,-1.66,-1.66,-0.76,-1.19,-0.76,-1.66,-1.19,-0.76,-1.19,-0.76,-1.66,-1.13,0
-1.66,-1.66,-1.66,-1.66,-1.19,-1.41,-1.35,-1.66,-1.8,-1.13,-1.66,-1.66,-1.66,0
-1.66,-1.66,-1.19,-0.76,-1.66,-1.66,-1.19,-1.66,-1.8,-1.13,-0.76,-1.66,-1.19,0
-1.19,-1.66,-1.66,-1.8,-1.13,-0.76,-1.19,-1.66,-1.8,-1.41,-1.19,-0.76,-1.66,0
-1.13,-1.35,-0.76,-1.19,-1.41,-1.35,-1.66,-1.41,-1.35,-0.76,-1.19,-1.8,-1.41,0
-1.35,-1.13,-1.66,-0.76,-1.66,-1.19,-0.76,-1.19,-1.8,-1.13,-1.66,-1.41,-1.35,0
-1.8,-1.13,-1.66,-0.76,-1.66,-1.66,-1.66,-1.19,-1.66,-0.76,-1.66,-1.19,-0.76,0
-1.66,-0.76,-1.19,-1.66,-1.41,-2.75,-3.28,-2.82,-1.35,-0.76,-1.19,-1.66,-1.66,0
-1.19,-1.41,-1.8,-1.66,-1.66,-1.19,-1.8,-1.41,-1.66,-1.19,-1.66,-0.76,-1.66,0
-1.66,-0.76,-1.66,-1.19,-1.8,-1.13,-1.66,-1.66,-0.76,-1.19,-1.8,-1.13,-1.66,0
-1.66,-1.66,-1.41,-1.35,-1.66,-1.66,-1.66,-1.8,-1.13,-1.8,-1.41,-1.66,-1.13,0
-1.35,-1.41,-1.13,-1.35,-1.66,-1.66,-0.76,-1.19,-1.8,-1.41,-1.66,-1.35,-1.41,0
-1.66,-1.35,-1.41,-1.66,-1.19,-1.66,-1.8,-1.13,-1.8,-2.82,-3.28,-1.13,-1.66,0
-1.8,-1.19,-0.76,-1.13,-1.35,-0.76,-1.19,-1.66,-1.41,-3.28,-1.13,-0.76,-1.13,0
-0.76,-1.35,-2.82,-2.75,-1.8,-1.19,-0.76,-1.19,-1.8,-1.41,-1.19,-0.76,-1.66,0
-1.8,-1.35,-1.13,-0.76,-1.19,-0.76,-1.19,-1.66,-0.76,-1.19,-1.66,-1.66,-1.66,0
-1.66,-1.8,-2.82,-1.8,-1.13,-1.35,-0.76,-1.66,-1.19,-0.76,-1.19,-1.66,-1.41,0
-1.41,-1.19,-1.41,-1.8,-1.66,-1.66,-1.35,-1.13,-0.76,-1.66,-1.19,-0.76,-1.13,0
-1.66,-1.66,-1.13,-1.35,-0.76,-1.19,-0.76,-1.13,-2.75,-1.8,-1.66,-1.35,-1.13,0
-1.8,-1.41,-1.66,-1.19,-1.8,-1.41,-1.66,-1.66,-1.19,-1.66,-0.76,-1.35,-2.75,0
-1.66,-1.41,-3.28,-2.82,-3.28,-2.75,-1.41,-1.19,-1.8,-2.75,-1.41,-1.19,-1.8,0
-0.76,-1.35,-1.41,-1.35,-1.41,-1.66,-1.66,-1.19,-1.66,-0.76,-1.19,-1.66,-1.66,0
-1.13,-0.76,-1.66,-1.19,-1.66,-0.76,-1.66,-1.66,-1.19,-1.66,-0.76,-1.19,-1.8,0
-1.8,-1.19,-0.76,-1.19,-1.66,-0.76,-1.13,-3.28,-2.75,-1.41,-1.13,-1.8,-1.19,0
-1.19,-1.41,-1.8,-1.66,-1.35,-2.75,-1.41,-1.19,-1.41,-2.75,-1.35,-0.76,-1.19,0
-1.66,-1.66,-1.66,-1.19,-0.76,-1.66,-1.66,-1.19,-1.41,-1.35,-0.76,-1.19,-0.76,0
-1.13,-1.8,-1.13,-0.76,-1.66,-1.66,-1.66,-1.66,-1.13,-1.8,-1.66,-1.35,-1.13,0
-1.8,-1.66,-1.19,-0.76,-1.66,-1.19,-0.76,-1.19,-1.41,-1.8,-1.66,-1.66,-1.66,0
-1.19,-1.66,-1.66,-1.41,-1.35,-1.66,-1.41,-1.8,-1.19,-1.66,-0.76,-1.13,-3.28,0
-3.28,-1.41,-1.13,-3.28,-2.75,-1.13,-1.8,-1.41,-1.19,-1.66,-0.76,-1.66,-1.35,0
-1.66,-1.66,-0.76,-1.19,-0.76,-1.66,-1.66,-1.66,-1.66,-1.19,-1.41,-1.8,-1.66,0
-1.19,-1.66,-1.66,-1.66,-1.66,-1.8,-1.41,-1.19,-1.66,-1.66,-1.8,-1.13,-0.76,0
-1.13,-0.76,-1.19,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-0.76,-1.19,-0.76,-1.35,0
-1.66,-0.76,-1.19,-0.76,-1.66,-1.13,-2.75,-1.8,-1.66,-1.19,-1.66,-1.66,-0.76,0
-1.35,-1.41,-1.66,-1.19,-0.76,-1.66,-1.66,-1.66,-1.13,-1.8,-1.13,-1.35,-0.76,0
-1.66,-1.13,-1.8,-1.13,-1.8,-1.35,-1.13,-1.8,-1.41,-1.13,-3.28,-2.82,-1.8,0
-1.13,-1.8,-1.41,-1.13,-2.75,-1.8,-1.19,-0.76,-1.35,-2.82,-1.8,-1.19,-0.76,0
-1.66,-1.35,-1.41,-1.19,-1.66,-1.41,-2.75,-1.8,-1.19,-1.66,-0.76,-1.66,-1.35,0
-1.66,-0.76,-1.19,-1.66,-0.76,-1.19,-1.66,-0.76,-1.66,-1.66,-1.66,-1.66,-1.19,0
-1.19,-0.76,-1.66,-1.19,-1.8,-1.41,-1.19,-1.66,-0.76,-1.19,-0.76,-1.19,-1.66,0
-1.19,-0.76,-1.35,-1.13,-0.76,-1.13,-1.35,-1.66,-0.76,-1.66,-1.66,-1.35,-1.41,0
-1.41,-1.13,-3.28,-1.13,-1.66,-1.41,-1.35,-1.66,-0.76,-1.19,-1.8,-2.82,-1.35,0
-0.76,-1.13,-1.35,-1.41,-3.28,-1.13,-1.66,-0.76,-1.35,-2.75,-1.13,-1.41,-1.35,0
-3.28,-1.41,-1.35,-2.82,-1.35,-1.8,-1.41,-1.35,-1.41,-1.66,-1.66,-1.35,-1.41,0
-1.66,-1.66,-1.66,-1.66,-1.66,-0.76,-1.19,-1.66,-0.76,-1.66,-1.19,-1.8,-2.75,0
-1.66,-1.19,-1.66,-0.76,-1.19,-0.76,-1.13,-1.35,-0.76,-1.66,-1.13,-1.35,-0.76,0
-1.19,-0.76,-1.66,-1.13,-1.35,-0.76,-1.19,-1.8,-1.41,-1.13,-1.35,-0.76,-1.66,0
-2.82,-1.35,-1.41,-1.35,-0.76,-1.19,-1.41,-1.8,-1.13,-1.35,-1.41,-1.8,-1.13,0
-1.13,-1.8,-1.19,-0.76,-1.35,-2.82,-1.8,-1.66,-1.13,-1.35,-1.41,-1.35,-0.76,0
-1.35,-1.13,-0.76,-1.19,-0.76,-1.66,-1.66,-1.13,-1.8,-1.13,-1.35,-1.41,-2.75,0
-1.66,-0.76,-1.13,-1.8,-1.66,-1.19,-0.76,-1.19,-1.66,-0.76,-1.66,-1.66,-1.66,0
-1.8,-1.13,-3.28,-2.82,-2.75,-1.35,-0.76,-1.66,-1.19,-1.8,-1.13,-1.41,-1.8,0
-1.66,-1.13,-1.8,-1.19,-1.8,-2.75,-2.75,-2.82,-3.28,-1.41,-1.66,-1.35,-1.41,0
-1.19,-1.8,-2.75,-1.41,-1.19,-1.41,-1.8,-1.35,-1.13,-0.76,-1.19,-1.8,-2.75,0
-2.75,-2.75,-1.35,-1.41,-1.8,-1.19,-1.41,-2.75,-1.8,-1.13,-1.35,-1.41,-2.75,0
-1.66,-1.66,-1.41,-1.35,-1.8,-1.13,-1.66,-1.41,-3.28,-2.82,-3.28,-1.41,-1.66,0
-1.66,-1.66,-1.66,-1.66,-1.35,-1.41,-1.13,-3.28,-1.41,-1.66,-1.13,-3.28,-1.13,0
-2.82,-1.8,-1.35,-1.13,-0.76,-1.35,-1.41,-1.19,-0.76,-1.66,-1.19,-1.66,-1.66,0
-1.66,-0.76,-1.19,-1.8,-2.75,-1.41,-1.66,-1.13,-2.75,-1.8,-1.66,-1.66,-1.19,0
-1.66,-1.66,-1.66,-1.66,-1.19,-1.66,-0.76,-1.35,-1.41,-1.35,-2.75,-1.41,-1.66,0
-1.8,-1.41,-1.35,-2.75,-2.82,-1.8,-1.19,-1.66,-1.66,-1.41,-1.35,-1.8,-1.41,0
-2.75,-1.13,-0.76,-1.66,-1.13,-1.35,-1.8,-2.75,-1.13,-1.41,-1.8,-1.19,-1.66,0
-1.35,-1.8,-1.13,-0.76,-1.19,-1.41,-1.35,-1.8,-2.75,-1.41,-1.35,-1.41,-1.19,0
-1.13,-1.8,-2.75,-1.13,-0.76,-1.66,-1.19,-1.8,-1.13,-1.66,-1.41,-2.75,-1.8,0
-1.8,-2.75,-2.82,-1.35,-1.66,-1.8,-1.13,-1.66,-1.8,-1.41,-1.66,-1.66,-1.13,0
-1.8,-1.13,-1.8,-1.41,-1.66,-1.19,-1.8,-2.82,-3.28,-1.41,-1.13,-1.35,-1.66,0
-1.66,-1.66,-0.76,-1.35,-2.82,-2.75,-3.28,-1.13,-0.76,-1.35,-1.41,-1.19,-1.8,0
-1.13,-0.76,-1.35,-2.82,-1.35,-1.41,-1.35,-0.76,-1.19,-1.8,-2.75,-1.41,-1.19,0
-1.13,-1.8,-1.13,-1.66,-1.66,-1.41,-1.35,-1.8,-1.41,-1.35,-2.82,-1.8,-1.66,0
-0.76,-1.35,-2.75,-1.41,-1.35,-2.82,-3.28,-2.82,-1.35,-0.76,-1.19,-1.66,-1.66,0
-1.41,-1.8,-1.66,-1.35,-2.75,-1.41,-1.35,-1.13,-1.41,-1.35,-1.66,-1.8,-1.13,0
-1.66,-0.76,-1.66,-1.66,-1.13,-3.28,-2.75,-2.82,-1.35,-1.8,-2.75,-1.13,-1.66,0
-1.35,-1.8,-2.82,-2.75,-1.8,-1.13,-3.28,-1.41,-1.13,-1.8,-1.13,-1.8,-1.19,0
-3.28,-1.41,-1.13,-2.75,-1.8,-1.13,-2.75,-2.75,-3.28,-1.41,-1.19,-1.66,-0.76,0
-3.28,-2.82,-2.75,-3.28,-2.82,-1.8,-1.13,-1.8,-1.19,-0.76,-1.19,-0.76,-1.13,0
-3.28,-1.13,-1.41,-1.8,-1.13,-1.35,-0.76,-1.66,-1.13,-3.28,-2.82,-1.8,-1.13,0
-0.76,-1.13,-1.8,-1.35,-2.75,-1.13,-1.41,-1.8,-1.13,-2.75,-2.75,-2.75,-1.8,0
-1.66,-1.13,-3.28,-1.13,-1.41,-2.75,-1.35,-0.76,-1.66,-1.13,-3.28,-2.82,-2.75,0
-1.13,-1.35,-1.41,-2.75,-2.75,-2.75,-1.8,-1.35,-2.75,-1.41,-1.19,-1.41,-1.8,0
-2.82,-2.75,-2.75,-1.8,-1.13,-1.8,-1.13,-3.28,-2.82,-1.8,-1.19,-1.66,-0.76,0
-1.41,-1.19,-1.41,-1.35,-1.8,-1.13,-1.41,-1.8,-1.35,-1.41,-1.19,-1.8,-1.41,0
-2.75,-1.41,-1.35,-1.13,-0.76,-1.19,-1.41,-1.8,-1.35,-1.41,-1.13,-1.8,-1.19,0
-1.35,-1.8,-1.41,-1.13,-3.28,-2.75,-1.13,-1.66,-0.76,-1.19,-1.66,-0.76,-1.66,0
-1.8,-1.35,-2.75,-1.41,-1.19,-0.76,-1.13,-1.35,-1.41,-2.75,-1.35,-0.76,-1.66,0
-3.28,-1.41,-1.19,-1.66,-1.8,-1.41,-1.13,-3.28,-1.13,-1.8,-2.75,-1.13,-1.66,0
-1.35,-2.75,-2.82,-1.8,-1.19,-1.66,-1.66,-1.66,-1.66,-0.76,-1.19,-1.41,-2.75,0
-1.66,-1.66,-1.66,-1.8,-1.41,-1.19,-0.76,-1.66,-1.19,-1.66,-1.41,-1.8,-1.19,0
-1.8,-1.19,-1.66,-1.66,-1.66,-0.76,-1.19,-1.66,-0.76,-1.13,-2.75,-1.8,-1.19,0
-1.41,-3.28,-1.41,-1.66,-1.19,-0.76,-1.13,-3.28,-2.75,-1.41,-1.13,-2.75,-2.75,0
-1.8,-2.75,-1.41,-1.66,-1.66,-1.13,-2.75,-1.35,-0.76,-1.19,-1.66,-1.8,-1.13,0
-1.13,-1.66,-0.76,-1.19,-1.66,-0.76,-1.13,-1.8,-1.13,-3.28,-2.75,-1.41,-1.19,0
-0.76,-1.66,-1.19,-0.76,-1.19,-1.41,-1.8,-1.19,-1.66,-1.41,-3.28,-2.75,-2.75,0
-1.66,-0.76,-1.35,-1.41,-1.13,-1.8,-1.19,-1.8,-1.41,-1.13,-1.35,-1.8,-1.13,0
-1.41,-3.28,-2.75,-1.41,-1.35,-2.82,-1.8,-1.19,-1.66,-0.76,-1.66,-1.19,-1.66,0
-1.41,-3.28,-2.75,-1.13,-1.41,-1.35,-0.76,-1.66,-1.66,-1.19,-1.8,-1.13,-0.76,0
-0.76,-1.35,-2.82,-3.28,-1.13,-0.76,-1.66,-1.19,-1.41,-1.35,-1.8,-1.41,-1.19,0
-1.41,-1.19,-0.76,-1.35,-1.13,-1.41,-3.28,-1.41,-1.19,-1.66,-0.76,-1.19,-1.41,0
-1.13,-3.28,-1.13,-1.66,-1.8,-1.41,-1.19,-1.66,-0.76,-1.13,-1.35,-1.8,-1.41,0
-1.13,-1.35,-1.66,-1.66,-1.8,-2.82,-1.8,-1.66,-1.35,-1.13,-0.76,-1.19,-1.8,0
